student_id,question,reference_answer,student_answer,ground_truth_grade,language_variety
CIT0328,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",62,Nigerian Variation
CIT0110,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",39.4,Standard English
CIT0322,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,64,Nigerian Variation
CIT0302,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,63,Nigerian Variation
CIT0342,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",65,Nigerian Variation
CIT0516,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,66,Nigerian Variation
CIT0177,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",55.6,Standard English
CIT0252,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,61.1,Standard English
CIT0147,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English
CIT0187,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,70.7,Standard English
CIT0119,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,76.7,Standard English
CIT0451,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,61,Nigerian Variation
CIT0573,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,66,Nigerian Variation
CIT0443,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,60,Nigerian Variation
CIT0264,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,20.2,Standard English
CIT0204,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",40.4,Standard English
CIT0533,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",67,Nigerian Variation
CIT0421,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",68,Nigerian Variation
CIT0192,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",45.4,Standard English
CIT0459,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,60,Nigerian Variation
CIT0249,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100,Standard English
CIT0475,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,67,Nigerian Variation
CIT0164,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English
CIT0494,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,62,Nigerian Variation
CIT0462,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,60,Nigerian Variation
CIT0304,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,66,Nigerian Variation
CIT0104,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,77.7,Standard English
CIT0060,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",48.4,Standard English
CIT0214,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",42.4,Standard English
CIT0236,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,20.4,Standard English
CIT0408,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,63,Nigerian Variation
CIT0043,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,60.1,Standard English
CIT0137,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,55.1,Standard English
CIT0522,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,64,Nigerian Variation
CIT0097,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100,Standard English
CIT0561,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,66,Nigerian Variation
CIT0534,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,61,Nigerian Variation
CIT0554,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,61,Nigerian Variation
CIT0455,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,69,Nigerian Variation
CIT0208,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",12.1,Standard English
CIT0566,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,60,Nigerian Variation
CIT0583,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",60,Nigerian Variation
CIT0128,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",56.6,Standard English
CIT0121,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",14.1,Standard English
CIT0503,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,69,Nigerian Variation
CIT0350,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,61,Nigerian Variation
CIT0511,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,66,Nigerian Variation
CIT0087,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",43.4,Standard English
CIT0045,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,56.1,Standard English
CIT0575,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",70,Nigerian Variation
CIT0544,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,62,Nigerian Variation
CIT0576,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,64,Nigerian Variation
CIT0382,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,66,Nigerian Variation
CIT0581,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,60,Nigerian Variation
CIT0378,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,60,Nigerian Variation
CIT0517,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,66,Nigerian Variation
CIT0135,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,13.2,Standard English
CIT0539,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,60,Nigerian Variation
CIT0117,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",47.4,Standard English
CIT0022,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",51.6,Standard English
CIT0079,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",5.1,Standard English
CIT0470,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,64,Nigerian Variation
CIT0268,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,56.5,Standard English
CIT0473,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,65,Nigerian Variation
CIT0276,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",57.6,Standard English
CIT0296,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,49.5,Standard English
CIT0582,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,61,Nigerian Variation
CIT0376,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,67,Nigerian Variation
CIT0363,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,67,Nigerian Variation
CIT0053,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,54.5,Standard English
CIT0010,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,51.5,Standard English
CIT0514,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",64,Nigerian Variation
CIT0073,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",13.1,Standard English
CIT0431,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,63,Nigerian Variation
CIT0553,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,70,Nigerian Variation
CIT0318,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",70,Nigerian Variation
CIT0237,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,28.8,Standard English
CIT0358,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,68,Nigerian Variation
CIT0038,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",10.1,Standard English
CIT0088,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,29.8,Standard English
CIT0401,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",65,Nigerian Variation
CIT0395,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,68,Nigerian Variation
CIT0301,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,62,Nigerian Variation
CIT0244,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,77.7,Standard English
CIT0066,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,21.2,Standard English
CIT0331,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,60,Nigerian Variation
CIT0007,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",42.4,Standard English
CIT0156,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English
CIT0430,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,64,Nigerian Variation
CIT0207,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,27.8,Standard English
CIT0050,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",7.1,Standard English
CIT0027,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English
CIT0368,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,63,Nigerian Variation
CIT0352,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",61,Nigerian Variation
CIT0594,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,69,Nigerian Variation
CIT0524,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,63,Nigerian Variation
CIT0274,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,58.5,Standard English
CIT0500,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",68,Nigerian Variation
CIT0160,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,22.4,Standard English
CIT0293,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",52.6,Standard English
CIT0052,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,69.7,Standard English
CIT0034,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,17.4,Standard English
CIT0556,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,63,Nigerian Variation
CIT0278,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,53.1,Standard English
CIT0415,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,64,Nigerian Variation
CIT0466,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,69,Nigerian Variation
CIT0200,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English
CIT0150,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,51.5,Standard English
CIT0004,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,14.2,Standard English
CIT0003,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",49.4,Standard English
CIT0011,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",48.4,Standard English
CIT0390,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",62,Nigerian Variation
CIT0351,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,60,Nigerian Variation
CIT0067,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100,Standard English
CIT0362,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,60,Nigerian Variation
CIT0357,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,65,Nigerian Variation
CIT0023,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,53.1,Standard English
CIT0340,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",67,Nigerian Variation
CIT0196,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,95.0,Standard English
CIT0453,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,62,Nigerian Variation
CIT0009,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",51.6,Standard English
CIT0016,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,31.8,Standard English
CIT0324,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,66,Nigerian Variation
CIT0141,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",4.1,Standard English
CIT0169,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",55.6,Standard English
CIT0311,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,64,Nigerian Variation
CIT0567,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,61,Nigerian Variation
CIT0209,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,68.7,Standard English
CIT0557,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",61,Nigerian Variation
CIT0391,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,66,Nigerian Variation
CIT0246,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",58.6,Standard English
CIT0234,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,18.2,Standard English
CIT0370,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",61,Nigerian Variation
CIT0219,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,69.7,Standard English
CIT0120,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,70.7,Standard English
CIT0550,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,66,Nigerian Variation
CIT0432,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",66,Nigerian Variation
CIT0099,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100,Standard English
CIT0414,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,70,Nigerian Variation
CIT0138,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",53.6,Standard English
CIT0574,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,66,Nigerian Variation
CIT0418,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,66,Nigerian Variation
CIT0080,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",45.4,Standard English
CIT0338,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,64,Nigerian Variation
CIT0279,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,14.2,Standard English
CIT0452,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,62,Nigerian Variation
CIT0282,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,20.4,Standard English
CIT0595,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,67,Nigerian Variation
CIT0463,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,65,Nigerian Variation
CIT0429,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,60,Nigerian Variation
CIT0114,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English
