student_id,question,reference_answer,student_answer,ground_truth_grade,language_variety,human_grade
CIT0447,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,67.0,Nigerian Variation,35
CIT0600,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,63.0,Nigerian Variation,54
CIT0197,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,58.5,Standard English,30
CIT0124,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,73.7,Standard English,68
CIT0151,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,57.1,Standard English,18
CIT0174,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",48.4,Standard English,42
CIT0578,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",62.0,Nigerian Variation,37
CIT0487,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,61.0,Nigerian Variation,36
CIT0270,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,20.2,Standard English,55
CIT0328,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",62.0,Nigerian Variation,53
CIT0110,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",39.4,Standard English,37
CIT0322,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,64.0,Nigerian Variation,52
CIT0302,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,63.0,Nigerian Variation,35
CIT0342,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",65.0,Nigerian Variation,40
CIT0516,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,66.0,Nigerian Variation,35
CIT0177,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",55.6,Standard English,45
CIT0252,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,61.1,Standard English,20
CIT0147,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English,36
CIT0187,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,70.7,Standard English,72
CIT0119,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,76.7,Standard English,71
CIT0451,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,61.0,Nigerian Variation,32
CIT0573,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,66.0,Nigerian Variation,39
CIT0443,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,60.0,Nigerian Variation,38
CIT0264,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,20.2,Standard English,60
CIT0204,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",40.4,Standard English,42
CIT0533,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",67.0,Nigerian Variation,44
CIT0421,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",68.0,Nigerian Variation,35
CIT0192,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",45.4,Standard English,43
CIT0459,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,60.0,Nigerian Variation,37
CIT0249,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100.0,Standard English,51
CIT0475,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,67.0,Nigerian Variation,50
CIT0164,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English,34
CIT0494,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,62.0,Nigerian Variation,55
CIT0462,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,60.0,Nigerian Variation,38
CIT0304,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,66.0,Nigerian Variation,48
CIT0104,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,77.7,Standard English,69
CIT0060,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",48.4,Standard English,40
CIT0214,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",42.4,Standard English,39
CIT0236,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,20.4,Standard English,35
CIT0408,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,63.0,Nigerian Variation,65
CIT0043,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,60.1,Standard English,25
CIT0137,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,55.1,Standard English,18
CIT0522,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,64.0,Nigerian Variation,41
CIT0097,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100.0,Standard English,57
CIT0561,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,66.0,Nigerian Variation,46
CIT0534,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,61.0,Nigerian Variation,45
CIT0554,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,61.0,Nigerian Variation,73
CIT0455,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,69.0,Nigerian Variation,40
CIT0208,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",12.1,Standard English,53
CIT0566,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,60.0,Nigerian Variation,32
CIT0583,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",60.0,Nigerian Variation,53
CIT0128,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",56.6,Standard English,41
CIT0121,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",14.1,Standard English,50
CIT0503,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,69.0,Nigerian Variation,55
CIT0350,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,61.0,Nigerian Variation,50
CIT0511,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,66.0,Nigerian Variation,33
CIT0087,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",43.4,Standard English,47
CIT0045,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,56.1,Standard English,20
CIT0575,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",70.0,Nigerian Variation,44
CIT0544,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,62.0,Nigerian Variation,84
CIT0576,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,64.0,Nigerian Variation,38
CIT0382,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,66.0,Nigerian Variation,48
CIT0581,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,60.0,Nigerian Variation,71
CIT0378,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,60.0,Nigerian Variation,39
CIT0517,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,66.0,Nigerian Variation,34
CIT0135,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,13.2,Standard English,56
CIT0539,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,60.0,Nigerian Variation,48
CIT0117,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",47.4,Standard English,40
CIT0022,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",51.6,Standard English,36
CIT0079,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",5.1,Standard English,49
CIT0470,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,64.0,Nigerian Variation,33
CIT0268,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,56.5,Standard English,39
CIT0473,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,65.0,Nigerian Variation,54
CIT0276,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",57.6,Standard English,45
CIT0296,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,49.5,Standard English,34
CIT0582,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,61.0,Nigerian Variation,85
CIT0376,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,67.0,Nigerian Variation,33
CIT0363,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,67.0,Nigerian Variation,46
CIT0053,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,54.5,Standard English,34
CIT0010,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,51.5,Standard English,29
CIT0514,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",64.0,Nigerian Variation,53
CIT0073,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",13.1,Standard English,58
CIT0431,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,63.0,Nigerian Variation,50
CIT0553,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,70.0,Nigerian Variation,33
CIT0318,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",70.0,Nigerian Variation,44
CIT0237,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,28.8,Standard English,27
CIT0358,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,68.0,Nigerian Variation,53
CIT0038,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",10.1,Standard English,57
CIT0088,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,29.8,Standard English,17
CIT0401,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",65.0,Nigerian Variation,39
CIT0395,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,68.0,Nigerian Variation,70
CIT0301,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,62.0,Nigerian Variation,89
CIT0244,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,77.7,Standard English,73
CIT0066,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,21.2,Standard English,59
CIT0331,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,60.0,Nigerian Variation,48
CIT0007,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",42.4,Standard English,42
CIT0156,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English,36
CIT0430,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,64.0,Nigerian Variation,54
CIT0207,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,27.8,Standard English,25
CIT0050,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",7.1,Standard English,51
CIT0027,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English,38
CIT0368,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,63.0,Nigerian Variation,46
CIT0352,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",61.0,Nigerian Variation,39
CIT0594,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,69.0,Nigerian Variation,36
CIT0524,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,63.0,Nigerian Variation,47
CIT0274,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,58.5,Standard English,29
CIT0500,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",68.0,Nigerian Variation,49
CIT0160,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,22.4,Standard English,35
CIT0293,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",52.6,Standard English,38
CIT0052,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,69.7,Standard English,75
CIT0034,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,17.4,Standard English,29
CIT0556,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,63.0,Nigerian Variation,46
CIT0278,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,53.1,Standard English,19
CIT0415,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,64.0,Nigerian Variation,36
CIT0466,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,69.0,Nigerian Variation,40
CIT0200,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English,35
CIT0150,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,51.5,Standard English,36
CIT0004,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,14.2,Standard English,54
CIT0003,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",49.4,Standard English,40
CIT0011,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",48.4,Standard English,40
CIT0390,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",62.0,Nigerian Variation,48
CIT0351,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,60.0,Nigerian Variation,40
CIT0067,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100.0,Standard English,48
CIT0362,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,60.0,Nigerian Variation,91
CIT0357,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,65.0,Nigerian Variation,39
CIT0023,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,53.1,Standard English,22
CIT0340,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",67.0,Nigerian Variation,45
CIT0196,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,95.0,Standard English,49
CIT0453,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,62.0,Nigerian Variation,46
CIT0009,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",51.6,Standard English,38
CIT0016,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,31.8,Standard English,23
CIT0324,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,66.0,Nigerian Variation,36
CIT0141,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",4.1,Standard English,50
CIT0169,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",55.6,Standard English,38
CIT0311,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,64.0,Nigerian Variation,35
CIT0567,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,61.0,Nigerian Variation,92
CIT0209,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,68.7,Standard English,72
CIT0557,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",61.0,Nigerian Variation,40
CIT0391,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,66.0,Nigerian Variation,47
CIT0246,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",58.6,Standard English,35
CIT0234,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,18.2,Standard English,60
CIT0370,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",61.0,Nigerian Variation,42
CIT0219,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,69.7,Standard English,77
CIT0120,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,70.7,Standard English,68
CIT0550,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,66.0,Nigerian Variation,85
CIT0432,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",66.0,Nigerian Variation,52
